,매장이름,구,주소
553,외대정문,동대문구,서울특별시 동대문구 이문로 93 (이문동)1522-3232
554,신설동역,동대문구,서울특별시 동대문구 왕산로 19 (신설동)1522-3232
555,회기역사거리,동대문구,서울특별시 동대문구 이문로 37 (회기동)1522-3232
556,외대,동대문구,서울특별시 동대문구 휘경로 12-1 (이문동)1522-3232
557,장한평역,동대문구,서울특별시 동대문구 장한로 10 (장안동)1522-3232
558,경희대,동대문구,서울특별시 동대문구 경희대로 16-1 (회기동)1522-3232
559,청량리역롯데캐슬스카이,동대문구,"서울특별시 동대문구 답십리로 27 (전농동,"
560,경동1960,동대문구,서울특별시 동대문구 고산자로36길 3 (제기동)1522-3232
561,청량리역사,동대문구,서울특별시 동대문구 왕산로 214 (전농동)
562,답십리초교사거리,동대문구,서울특별시 동대문구 전농로 38 (답십리동)1522-3232
563,장안사거리,동대문구,서울특별시 동대문구 답십리로 267 (장안동)1522-3232
564,서울숲역,성동구,서울특별시 성동구 왕십리로 50 (성수동1가)
565,금호역,성동구,서울특별시 성동구 동호로 99 (금호동4가)1522-3232
566,뚝섬역,성동구,서울특별시 성동구 아차산로 42 (성수동1가)1522-3232
567,황학사거리,성동구,"서울특별시 성동구 왕십리로 410 (하왕십리동,"
568,성수역,성동구,서울특별시 성동구 성수이로 94 (성수동2가)1522-3232
569,상왕십리역,성동구,서울특별시 성동구 왕십리로 382 (하왕십리동)1522-3232
570,왕십리역,성동구,서울특별시 성동구 왕십리로 326 (도선동)1522-3232
571,한양대,성동구,서울특별시 성동구 왕십리로 225 (행당동)
572,엔터식스,성동구,서울특별시 성동구 왕십리광장로 17 (행당동)1522-3232
573,신금호역,성동구,서울특별시 성동구 금호로 158-1 (금호동1가)
574,왕십리역9번출구,성동구,서울특별시 성동구 고산자로 234 (행당동)1522-3232
575,성수,성동구,서울특별시 성동구 아차산로 104 (성수동2가)1522-3232
576,옥수,성동구,서울특별시 성동구 독서당로 202 (옥수동)1522-3232
577,성수낙낙,성동구,서울특별시 성동구 광나루로8길 31 (성수동2가)
578,효창공원앞역,용산구,"서울특별시 용산구 백범로 313 (효창동,"
579,서울역서부,용산구,서울특별시 용산구 만리재로 202 (서계동)1522-3232
580,이태원역,용산구,서울특별시 용산구 이태원로 188 (이태원동)1522-3232
581,한강진역R,용산구,서울특별시 용산구 이태원로 252 (한남동)1522-3232
582,용산역써밋R,용산구,"서울특별시 용산구 한강대로 69 (한강로2가,"
583,이촌,용산구,서울특별시 용산구 이촌로 276 (이촌동)1522-3232
584,신용산역,용산구,"서울특별시 용산구 한강대로 95 (한강로2가,"
585,용산파크타워,용산구,"서울특별시 용산구 서빙고로 67 (용산동5가,"
586,남영동,용산구,서울특별시 용산구 한강대로 275 (갈월동)1522-3232
587,한남동R,용산구,서울특별시 용산구 독서당로 94 (한남동)1522-3232
588,서울타워,용산구,서울특별시 용산구 남산공원길 105 (용산동2가)
589,서울역동자동,용산구,서울특별시 용산구 한강대로 372 (동자동)1522-3232
590,순천향입구,용산구,서울특별시 용산구 대사관로 67 (한남동)1522-3232
591,숙대,용산구,서울특별시 용산구 청파로47길 57 (청파동3가)1522-3232
592,동빙고,용산구,서울특별시 용산구 장문로 12 (동빙고동)1522-3232
593,숙대입구역,용산구,서울특별시 용산구 한강대로 291 (갈월동)1522-3232
594,용산아이파크몰,용산구,서울특별시 용산구 한강대로23길 551522-3232 리저브
595,동부이촌동,용산구,서울특별시 용산구 이촌로 198 (이촌동)1522-3232
596,숙명여대정문,용산구,서울특별시 용산구 청파로47길 100 (청파동2가)
597,용산해링턴스퀘어,용산구,서울특별시 용산구 서빙고로 17 (한강로3가)1522-3232
598,경리단길,용산구,서울특별시 용산구 회나무로 3 (이태원동)1522-3232
599,서울역사,용산구,서울특별시 용산구 한강대로 405 (동자동)
600,용산리첸시아,용산구,"서울특별시 용산구 백범로 341 (원효로1가,"
601,용산전자랜드,용산구,서울특별시 용산구 청파로 74 (한강로3가)1522-3232
602,상봉,중랑구,"서울특별시 중랑구 상봉로 131 (상봉동,"
603,중랑역,중랑구,서울특별시 중랑구 망우로30길 3 (상봉동)1522-3232
604,중랑구청,중랑구,서울특별시 중랑구 신내로 721522-3232 리저브
605,사가정역,중랑구,서울특별시 중랑구 면목로 3101522-3232 리저브
606,상봉역,중랑구,서울특별시 중랑구 망우로 307 (상봉동)1522-3232
607,묵동,중랑구,"서울특별시 중랑구 동일로 952 (묵동,"
608,양원역,중랑구,서울특별시 중랑구 양원역로10길 3 (망우동)1522-3232
609,중화역,중랑구,서울특별시 중랑구 봉화산로 35 1층1522-3232
